external_id,reference_price,currency,price_basis,source_url,source_name,retrieved_at,data_kind,is_external_reference
DEMO-RIN-0017,7.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0018,11.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0019,15.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0020,18.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0021,3.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0022,7.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0023,10.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0024,14.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0025,18.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0026,3.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0027,6.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0028,10.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0029,14.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0030,17.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0031,2.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0032,6.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0033,9.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0034,13.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0035,17.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0036,2.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0037,5.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0038,9.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0039,13.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0040,16.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0041,20.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0042,5.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0043,8.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0044,12.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0045,16.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0046,20.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0047,4.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0048,8.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0049,12.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0050,15.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0051,19.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0052,4.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0053,7.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0054,11.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0055,15.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0056,19.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0057,3.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0058,7.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0059,11.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0060,14.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0061,18.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0062,3.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0063,6.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0064,10.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0065,14.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0066,18.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0067,2.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0068,6.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0069,10.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0070,13.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0071,17.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0072,2.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0073,5.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0074,9.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0075,13.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0076,17.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0077,20.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0078,5.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0079,9.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0080,12.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0081,16.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0082,20.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0083,4.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0084,8.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0085,12.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0086,16.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0087,19.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0088,4.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0089,8.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0090,11.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0091,15.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0092,19.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0093,3.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0094,7.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0095,11.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0096,15.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0097,18.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0098,3.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0099,7.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0100,10.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0101,14.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0102,18.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0103,2.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0104,6.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0105,10.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0106,14.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0107,17.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0108,2.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0109,6.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0110,9.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0111,13.5,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0112,17.2,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0113,1.9,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0114,5.6,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0115,9.3,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0116,13.0,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-RIN-0117,16.7,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-NEC-0118,20.4,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-EAR-0119,5.1,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
DEMO-BRA-0120,8.8,USD,synthetic demo reference,https://github.com/wa52/ai-customer-service/tree/main/data,Synthetic demo seed,2026-09-24,synthetic_demo,false
